Date,Region,Cases,Deaths
2020-04-21,PA,1026,38
2020-04-22,PA,1195,43
2020-04-23,PA,1267,53
2020-04-24,PA,1446,75
2020-04-25,PA,1579,86
2020-04-26,PA,1867,100
2020-04-27,PA,2128,114
2020-04-28,PA,2262,129
2020-04-29,PA,2422,137
2020-04-30,PA,2876,208
2020-05-1,PA,3176,235
2020-05-2,PA,3460,273
2020-01-30,AP,0,0
2020-01-31,AP,0,0
2020-02-1,AP,0,0
2020-02-2,AP,0,0
2020-02-3,AP,0,0
2020-02-4,AP,0,0
2020-02-5,AP,0,0
2020-02-6,AP,0,0
2020-02-7,AP,0,0
2020-02-8,AP,0,0
2020-02-9,AP,0,0
2020-02-10,AP,0,0
2020-02-11,AP,0,0
2020-02-12,AP,0,0
2020-02-13,AP,0,0
2020-02-14,AP,0,0
2020-02-15,AP,0,0
2020-02-16,AP,0,0
2020-02-17,AP,0,0
2020-02-18,AP,0,0
2020-02-19,AP,0,0
2020-02-20,AP,0,0
2020-02-21,AP,0,0
2020-02-22,AP,0,0
2020-02-23,AP,0,0
2020-02-24,AP,0,0
2020-02-25,AP,0,0
2020-02-26,AP,0,0
2020-02-27,AP,0,0
2020-02-28,AP,0,0
2020-02-29,AP,0,0
2020-03-1,AP,0,0
2020-03-2,AP,0,0
2020-03-3,AP,0,0
2020-03-4,AP,0,0
2020-03-5,AP,0,0
2020-03-6,AP,0,0
2020-03-7,AP,0,0
2020-03-8,AP,0,0
2020-03-9,AP,0,0
2020-03-10,AP,0,0
2020-03-11,AP,0,0
2020-03-12,AP,0,0
2020-03-13,AP,0,0
2020-03-14,AP,0,0
2020-03-15,AP,0,0
2020-03-16,AP,0,0
2020-03-17,AP,0,0
2020-03-18,AP,0,0
2020-03-19,AP,0,0
2020-03-20,AP,1,0
2020-03-21,AP,1,0
2020-03-22,AP,1,0
2020-03-23,AP,1,0
2020-03-24,AP,1,0
2020-03-25,AP,1,0
2020-03-26,AP,2,0
2020-03-27,AP,2,0
2020-03-28,AP,4,0
2020-03-29,AP,4,0
2020-03-30,AP,8,0
2020-03-31,AP,10,0
2020-04-1,AP,11,0
2020-04-2,AP,11,0
2020-04-3,AP,19,0
2020-04-4,AP,28,1
2020-04-5,AP,29,2
2020-04-6,AP,34,2
2020-04-7,AP,48,2
2020-04-8,AP,107,2
2020-04-9,AP,128,2
2020-04-10,AP,166,2
2020-04-11,AP,193,3
2020-04-12,AP,230,5
2020-04-13,AP,242,5
2020-04-14,AP,307,6
2020-04-15,AP,334,7
2020-04-16,AP,362,9
2020-04-17,AP,370,10
2020-04-18,AP,393,10
2020-04-19,AP,416,11
2020-04-20,AP,433,13
2020-04-21,AP,457,13
2020-04-22,AP,479,14
2020-04-23,AP,548,16
2020-04-24,AP,633,18
2020-04-25,AP,685,19
2020-04-26,AP,798,21
2020-04-27,AP,842,26
2020-04-28,AP,918,28
2020-04-29,AP,1016,31
2020-04-30,AP,1080,34
2020-05-1,AP,1121,37
2020-05-2,AP,1187,40
2020-01-30,TO,0,0
2020-01-31,TO,0,0
2020-02-1,TO,0,0
2020-02-2,TO,0,0
2020-02-3,TO,0,0
2020-02-4,TO,0,0
2020-02-5,TO,0,0
2020-02-6,TO,0,0
2020-02-7,TO,0,0
2020-02-8,TO,0,0
2020-02-9,TO,0,0
2020-02-10,TO,0,0
2020-02-11,TO,0,0
2020-02-12,TO,0,0
2020-02-13,TO,0,0
2020-02-14,TO,0,0
2020-02-15,TO,0,0
2020-02-16,TO,0,0
2020-02-17,TO,0,0
2020-02-18,TO,0,0
2020-02-19,TO,0,0
2020-02-20,TO,0,0
2020-02-21,TO,0,0
2020-02-22,TO,0,0
2020-02-23,TO,0,0
2020-02-24,TO,0,0
2020-02-25,TO,0,0
2020-02-26,TO,0,0
2020-02-27,TO,0,0
2020-02-28,TO,0,0
2020-02-29,TO,0,0
2020-03-1,TO,0,0
2020-03-2,TO,0,0
2020-03-3,TO,0,0
2020-03-4,TO,0,0
2020-03-5,TO,0,0
2020-03-6,TO,0,0
2020-03-7,TO,0,0
2020-03-8,TO,0,0
2020-03-9,TO,0,0
2020-03-10,TO,0,0
2020-03-11,TO,0,0
2020-03-12,TO,0,0
2020-03-13,TO,0,0
2020-03-14,TO,0,0
2020-03-15,TO,0,0
2020-03-16,TO,0,0
2020-03-17,TO,0,0
2020-03-18,TO,0,0
2020-03-19,TO,1,0
2020-03-20,TO,1,0
2020-03-21,TO,2,0
2020-03-22,TO,2,0
2020-03-23,TO,5,0
2020-03-24,TO,7,0
2020-03-25,TO,7,0
2020-03-26,TO,7,0
2020-03-27,TO,8,0
2020-03-28,TO,9,0
2020-03-29,TO,9,0
2020-03-30,TO,10,0
2020-03-31,TO,11,0
2020-04-1,TO,12,0
2020-04-2,TO,12,0
2020-04-3,TO,12,0
2020-04-4,TO,14,0
2020-04-5,TO,17,0
2020-04-6,TO,17,0
2020-04-7,TO,19,0
2020-04-8,TO,23,0
2020-04-9,TO,23,0
2020-04-10,TO,23,0
2020-04-11,TO,23,0
2020-04-12,TO,25,0
2020-04-13,TO,26,0
2020-04-14,TO,26,0
2020-04-15,TO,26,1
2020-04-16,TO,29,1
2020-04-17,TO,31,1
2020-04-18,TO,33,1
2020-04-19,TO,33,1
2020-04-20,TO,34,1
2020-04-21,TO,37,1
2020-04-22,TO,37,1
2020-04-23,TO,37,2
2020-04-24,TO,43,2
2020-04-25,TO,50,2
2020-04-26,TO,58,2
2020-04-27,TO,67,2
2020-04-28,TO,79,2
2020-04-29,TO,116,3
2020-04-30,TO,137,3
2020-05-1,TO,164,3
2020-05-2,TO,191,4
2020-01-30,MA,0,0
2020-01-31,MA,0,0
2020-02-1,MA,0,0
2020-02-2,MA,0,0
2020-02-3,MA,0,0
2020-02-4,MA,0,0
2020-02-5,MA,0,0
2020-02-6,MA,0,0
2020-02-7,MA,0,0
2020-02-8,MA,0,0
2020-02-9,MA,0,0
2020-02-10,MA,0,0
2020-02-11,MA,0,0
2020-02-12,MA,0,0
2020-02-13,MA,0,0
2020-02-14,MA,0,0
2020-02-15,MA,0,0
2020-02-16,MA,0,0
2020-02-17,MA,0,0
2020-02-18,MA,0,0
2020-02-19,MA,0,0
2020-02-20,MA,0,0
2020-02-21,MA,0,0
2020-02-22,MA,0,0
2020-02-23,MA,0,0
2020-02-24,MA,0,0
2020-02-25,MA,0,0
2020-02-26,MA,0,0
2020-02-27,MA,0,0
2020-02-28,MA,0,0
2020-02-29,MA,0,0
2020-03-1,MA,0,0
2020-03-2,MA,0,0
2020-03-3,MA,0,0
2020-03-4,MA,0,0
2020-03-5,MA,0,0
2020-03-6,MA,0,0
2020-03-7,MA,0,0
2020-03-8,MA,0,0
2020-03-9,MA,0,0
2020-03-10,MA,0,0
2020-03-11,MA,0,0
2020-03-12,MA,0,0
2020-03-13,MA,0,0
2020-03-14,MA,0,0
2020-03-15,MA,0,0
2020-03-16,MA,0,0
2020-03-17,MA,0,0
2020-03-18,MA,0,0
2020-03-19,MA,0,0
2020-03-20,MA,0,0
2020-03-21,MA,1,0
2020-03-22,MA,2,0
2020-03-23,MA,2,0
2020-03-24,MA,8,0
2020-03-25,MA,8,0
2020-03-26,MA,10,0
2020-03-27,MA,13,0
2020-03-28,MA,14,0
2020-03-29,MA,16,0
2020-03-30,MA,23,1
2020-03-31,MA,31,1
2020-04-1,MA,52,1
2020-04-2,MA,71,1
2020-04-3,MA,81,1
2020-04-4,MA,88,1
2020-04-5,MA,96,2
2020-04-6,MA,133,2
2020-04-7,MA,172,4
2020-04-8,MA,230,11
2020-04-9,MA,273,12
2020-04-10,MA,293,16
2020-04-11,MA,344,21
2020-04-12,MA,398,24
2020-04-13,MA,445,27
2020-04-14,MA,478,32
2020-04-15,MA,630,34
2020-04-16,MA,695,37
2020-04-17,MA,797,40
2020-04-18,MA,1040,44
2020-04-19,MA,1205,48
2020-04-20,MA,1320,54
2020-04-21,MA,1396,60
2020-04-22,MA,1604,66
2020-04-23,MA,1757,76
2020-04-24,MA,1951,88
2020-04-25,MA,2105,100
2020-04-26,MA,2223,112
2020-04-27,MA,2410,125
2020-04-28,MA,2528,145
2020-04-29,MA,2804,166
2020-04-30,MA,3190,184
2020-05-1,MA,3506,204
2020-05-2,MA,3805,224
2020-01-30,PI,0,0
2020-01-31,PI,0,0
2020-02-1,PI,0,0
2020-02-2,PI,0,0
2020-02-3,PI,0,0
2020-02-4,PI,0,0
2020-02-5,PI,0,0
2020-02-6,PI,0,0
2020-02-7,PI,0,0
2020-02-8,PI,0,0
2020-02-9,PI,0,0
2020-02-10,PI,0,0
2020-02-11,PI,0,0
2020-02-12,PI,0,0
2020-02-13,PI,0,0
2020-02-14,PI,0,0
2020-02-15,PI,0,0
2020-02-16,PI,0,0
2020-02-17,PI,0,0
2020-02-18,PI,0,0
2020-02-19,PI,0,0
2020-02-20,PI,0,0
2020-02-21,PI,0,0
2020-02-22,PI,0,0
2020-02-23,PI,0,0
2020-02-24,PI,0,0
2020-02-25,PI,0,0
2020-02-26,PI,0,0
2020-02-27,PI,0,0
2020-02-28,PI,0,0
2020-02-29,PI,0,0
2020-03-1,PI,0,0
2020-03-2,PI,0,0
2020-03-3,PI,0,0
2020-03-4,PI,0,0
2020-03-5,PI,0,0
2020-03-6,PI,0,0
2020-03-7,PI,0,0
2020-03-8,PI,0,0
2020-03-9,PI,0,0
2020-03-10,PI,0,0
2020-03-11,PI,0,0
2020-03-12,PI,0,0
2020-03-13,PI,0,0
2020-03-14,PI,0,0
2020-03-15,PI,0,0
2020-03-16,PI,0,0
2020-03-17,PI,0,0
2020-03-18,PI,0,0
2020-03-19,PI,0,0
2020-03-20,PI,3,0
2020-03-21,PI,4,0
2020-03-22,PI,4,0
2020-03-23,PI,6,0
2020-03-24,PI,6,0
2020-03-25,PI,8,0
2020-03-26,PI,9,0
2020-03-27,PI,9,0
2020-03-28,PI,11,1
2020-03-29,PI,14,1
2020-03-30,PI,16,3
2020-03-31,PI,18,4
2020-04-1,PI,18,4
2020-04-2,PI,19,4
2020-04-3,PI,21,4
2020-04-4,PI,22,4
2020-04-5,PI,23,4
2020-04-6,PI,23,4
2020-04-7,PI,28,4
2020-04-8,PI,31,5
2020-04-9,PI,38,6
2020-04-10,PI,40,7
2020-04-11,PI,41,7
2020-04-12,PI,44,7
2020-04-13,PI,50,8
2020-04-14,PI,58,8
2020-04-15,PI,75,8
2020-04-16,PI,91,8
2020-04-17,PI,102,8
2020-04-18,PI,123,9
2020-04-19,PI,145,10
2020-04-20,PI,158,12
2020-04-21,PI,186,14
2020-04-22,PI,206,15
2020-04-23,PI,217,15
2020-04-24,PI,256,16
2020-04-25,PI,297,17
2020-04-26,PI,331,18
2020-04-27,PI,364,20
2020-04-28,PI,408,21
2020-04-29,PI,454,24
2020-04-30,PI,513,24
2020-05-1,PI,600,24
2020-05-2,PI,665,26
2020-01-30,CE,0,0
2020-01-31,CE,0,0
2020-02-1,CE,0,0
2020-02-2,CE,0,0
2020-02-3,CE,0,0
2020-02-4,CE,0,0
2020-02-5,CE,0,0
2020-02-6,CE,0,0
2020-02-7,CE,0,0
2020-02-8,CE,0,0
2020-02-9,CE,0,0
2020-02-10,CE,0,0
2020-02-11,CE,0,0
2020-02-12,CE,0,0
2020-02-13,CE,0,0
2020-02-14,CE,0,0
2020-02-15,CE,0,0
2020-02-16,CE,0,0
2020-02-17,CE,0,0
2020-02-18,CE,0,0
2020-02-19,CE,0,0
2020-02-20,CE,0,0
2020-02-21,CE,0,0
2020-02-22,CE,0,0
2020-02-23,CE,0,0
2020-02-24,CE,0,0
2020-02-25,CE,0,0
2020-02-26,CE,0,0
2020-02-27,CE,0,0
2020-02-28,CE,0,0
2020-02-29,CE,0,0
2020-03-1,CE,0,0
2020-03-2,CE,0,0
2020-03-3,CE,0,0
2020-03-4,CE,0,0
2020-03-5,CE,0,0
2020-03-6,CE,0,0
2020-03-7,CE,0,0
2020-03-8,CE,0,0
2020-03-9,CE,0,0
2020-03-10,CE,0,0
2020-03-11,CE,0,0
2020-03-12,CE,0,0
2020-03-13,CE,0,0
2020-03-14,CE,0,0
2020-03-15,CE,0,0
2020-03-16,CE,0,0
2020-03-17,CE,5,0
2020-03-18,CE,9,0
2020-03-19,CE,20,0
2020-03-20,CE,55,0
2020-03-21,CE,68,0
2020-03-22,CE,112,0
2020-03-23,CE,163,0
2020-03-24,CE,182,0
2020-03-25,CE,200,0
2020-03-26,CE,235,3
2020-03-27,CE,282,3
2020-03-28,CE,314,4
2020-03-29,CE,348,5
2020-03-30,CE,372,5
2020-03-31,CE,390,7
2020-04-1,CE,444,8
2020-04-2,CE,550,20
2020-04-3,CE,627,22
2020-04-4,CE,730,22
2020-04-5,CE,823,26
2020-04-6,CE,1013,29
2020-04-7,CE,1051,31
2020-04-8,CE,1291,43
2020-04-9,CE,1425,55
2020-04-10,CE,1478,58
2020-04-11,CE,1582,67
2020-04-12,CE,1676,74
2020-04-13,CE,1800,91
2020-04-14,CE,2005,107
2020-04-15,CE,2157,116
2020-04-16,CE,2386,124
2020-04-17,CE,2684,149
2020-04-18,CE,3034,176
2020-04-19,CE,3252,186
2020-04-20,CE,3482,198
2020-04-21,CE,3716,215
2020-04-22,CE,3910,233
2020-04-23,CE,4598,266
2020-04-24,CE,4800,284
2020-04-25,CE,5421,310
2020-04-26,CE,5833,327
2020-04-27,CE,6726,390
2020-04-28,CE,6918,403
2020-04-29,CE,7267,441
2020-04-30,CE,7606,482
2020-05-1,CE,7879,505
2020-05-2,CE,8309,638
2020-01-30,RN,0,0
2020-01-31,RN,0,0
2020-02-1,RN,0,0
2020-02-2,RN,0,0
2020-02-3,RN,0,0
2020-02-4,RN,0,0
2020-02-5,RN,0,0
2020-02-6,RN,0,0
2020-02-7,RN,0,0
2020-02-8,RN,0,0
2020-02-9,RN,0,0
2020-02-10,RN,0,0
2020-02-11,RN,0,0
2020-02-12,RN,0,0
2020-02-13,RN,0,0
2020-02-14,RN,0,0
2020-02-15,RN,0,0
2020-02-16,RN,0,0
2020-02-17,RN,0,0
2020-02-18,RN,0,0
2020-02-19,RN,0,0
2020-02-20,RN,0,0
2020-02-21,RN,0,0
2020-02-22,RN,0,0
2020-02-23,RN,0,0
2020-02-24,RN,0,0
2020-02-25,RN,0,0
2020-02-26,RN,0,0
2020-02-27,RN,0,0
2020-02-28,RN,0,0
2020-02-29,RN,0,0
2020-03-1,RN,0,0
2020-03-2,RN,0,0
2020-03-3,RN,0,0
2020-03-4,RN,0,0
2020-03-5,RN,0,0
2020-03-6,RN,0,0
2020-03-7,RN,0,0
2020-03-8,RN,0,0
2020-03-9,RN,0,0
2020-03-10,RN,0,0
2020-03-11,RN,0,0
2020-03-12,RN,0,0
2020-03-13,RN,1,0
2020-03-14,RN,1,0
2020-03-15,RN,1,0
2020-03-16,RN,1,0
2020-03-17,RN,1,0
2020-03-18,RN,1,0
2020-03-19,RN,1,0
2020-03-20,RN,1,0
2020-03-21,RN,6,0
