Date,Region,Cases,Deaths
2020-05-06,SE,998,23
2020-05-07,SE,1214,25
2020-05-08,SE,1438,28
2020-05-09,SE,1588,33
2020-05-10,SE,1771,34
2020-05-11,SE,1800,37
2020-05-12,SE,2032,37
2020-03-06,BA,1,0
2020-03-07,BA,2,0
2020-03-08,BA,2,0
2020-03-09,BA,2,0
2020-03-10,BA,2,0
2020-03-11,BA,2,0
2020-03-12,BA,2,0
2020-03-13,BA,2,0
2020-03-14,BA,2,0
2020-03-15,BA,2,0
2020-03-16,BA,2,0
2020-03-17,BA,3,0
2020-03-18,BA,3,0
2020-03-19,BA,30,0
2020-03-20,BA,33,0
2020-03-21,BA,41,0
2020-03-22,BA,49,0
2020-03-23,BA,63,0
2020-03-24,BA,76,0
2020-03-25,BA,84,0
2020-03-26,BA,104,0
2020-03-27,BA,115,0
2020-03-28,BA,127,0
2020-03-29,BA,154,1
2020-03-30,BA,176,1
2020-03-31,BA,213,2
2020-04-01,BA,246,2
2020-04-02,BA,267,3
2020-04-03,BA,282,5
2020-04-04,BA,332,7
2020-04-05,BA,401,9
2020-04-06,BA,431,10
2020-04-07,BA,456,12
2020-04-08,BA,497,15
2020-04-09,BA,559,19
2020-04-10,BA,604,19
2020-04-11,BA,635,21
2020-04-12,BA,673,21
2020-04-13,BA,723,22
2020-04-14,BA,759,22
2020-04-15,BA,807,27
2020-04-16,BA,951,30
2020-04-17,BA,1059,36
2020-04-18,BA,1193,37
2020-04-19,BA,1230,45
2020-04-20,BA,1341,46
2020-04-21,BA,1489,47
2020-04-22,BA,1644,50
2020-04-23,BA,1789,59
2020-04-24,BA,1962,64
2020-04-25,BA,2081,70
2020-04-26,BA,2209,73
2020-04-27,BA,2354,76
2020-04-28,BA,2540,86
2020-04-29,BA,2646,96
2020-04-30,BA,2851,104
2020-05-01,BA,3085,117
2020-05-02,BA,3267,123
2020-05-03,BA,3495,123
2020-05-04,BA,3734,141
2020-05-05,BA,4040,146
2020-05-06,BA,4301,160
2020-05-07,BA,4528,165
2020-05-08,BA,4818,183
2020-05-09,BA,5174,196
2020-05-10,BA,5558,202
2020-05-11,BA,5808,211
2020-05-12,BA,6204,225
2020-03-20,RO,1,0
2020-03-21,RO,1,0
2020-03-22,RO,3,0
2020-03-23,RO,3,0
2020-03-24,RO,3,0
2020-03-25,RO,5,0
2020-03-26,RO,5,0
2020-03-27,RO,6,0
2020-03-28,RO,6,0
2020-03-29,RO,6,0
2020-03-30,RO,6,0
2020-03-31,RO,8,1
2020-04-01,RO,9,1
2020-04-02,RO,10,1
2020-04-03,RO,10,1
2020-04-04,RO,11,1
2020-04-05,RO,12,1
2020-04-06,RO,14,1
2020-04-07,RO,18,1
2020-04-08,RO,18,1
2020-04-09,RO,28,2
2020-04-10,RO,32,2
2020-04-11,RO,33,2
2020-04-12,RO,35,2
2020-04-13,RO,42,2
2020-04-14,RO,64,2
2020-04-15,RO,69,2
2020-04-16,RO,76,3
2020-04-17,RO,92,3
2020-04-18,RO,110,3
2020-04-19,RO,128,4
2020-04-20,RO,160,4
2020-04-21,RO,199,4
2020-04-22,RO,223,5
2020-04-23,RO,250,5
2020-04-24,RO,290,5
2020-04-25,RO,328,7
2020-04-26,RO,364,10
2020-04-27,RO,393,10
2020-04-28,RO,413,11
2020-04-29,RO,433,15
2020-04-30,RO,502,16
2020-05-01,RO,585,18
2020-05-02,RO,653,23
2020-05-03,RO,705,24
2020-05-04,RO,756,25
2020-05-05,RO,861,29
2020-05-06,RO,943,33
2020-05-07,RO,1098,37
2020-05-08,RO,1222,39
2020-05-09,RO,1263,41
2020-05-10,RO,1302,43
2020-05-11,RO,1396,47
2020-05-12,RO,1460,50
2020-03-19,AC,3,0
2020-03-20,AC,7,0
2020-03-21,AC,9,0
2020-03-22,AC,11,0
2020-03-23,AC,11,0
2020-03-24,AC,17,0
2020-03-25,AC,23,0
2020-03-26,AC,24,0
2020-03-27,AC,25,0
2020-03-28,AC,25,0
2020-03-29,AC,34,0
2020-03-30,AC,42,0
2020-03-31,AC,42,0
2020-04-01,AC,43,0
2020-04-02,AC,43,0
2020-04-03,AC,46,0
2020-04-04,AC,46,0
2020-04-05,AC,48,0
2020-04-06,AC,50,0
2020-04-07,AC,50,1
2020-04-08,AC,54,2
2020-04-09,AC,62,2
2020-04-10,AC,70,2
2020-04-11,AC,72,2
2020-04-12,AC,77,2
2020-04-13,AC,90,3
2020-04-14,AC,99,3
2020-04-15,AC,101,3
2020-04-16,AC,110,5
2020-04-17,AC,135,5
2020-04-18,AC,142,5
2020-04-19,AC,163,6
2020-04-20,AC,176,8
2020-04-21,AC,195,8
2020-04-22,AC,214,8
2020-04-23,AC,227,10
2020-04-24,AC,234,11
2020-04-25,AC,258,11
2020-04-26,AC,279,11
2020-04-27,AC,279,14
2020-04-28,AC,311,16
2020-04-29,AC,354,17
2020-04-30,AC,404,19
2020-05-01,AC,486,19
2020-05-02,AC,553,21
2020-05-03,AC,657,24
2020-05-04,AC,733,28
2020-05-05,AC,817,29
2020-05-06,AC,943,33
2020-05-07,AC,1014,36
2020-05-08,AC,1177,38
2020-05-09,AC,1335,39
2020-05-10,AC,1447,41
2020-05-11,AC,1460,45
2020-05-12,AC,1590,51
2020-03-15,AM,1,0
2020-03-16,AM,1,0
2020-03-17,AM,1,0
2020-03-18,AM,1,0
2020-03-19,AM,3,0
2020-03-20,AM,3,0
2020-03-21,AM,11,0
2020-03-22,AM,26,0
2020-03-23,AM,32,0
2020-03-24,AM,47,0
2020-03-25,AM,54,1
2020-03-26,AM,67,1
2020-03-27,AM,81,1
2020-03-28,AM,111,1
2020-03-29,AM,140,1
2020-03-30,AM,151,1
2020-03-31,AM,175,3
2020-04-01,AM,200,3
2020-04-02,AM,229,3
2020-04-03,AM,260,7
2020-04-04,AM,311,12
2020-04-05,AM,417,14
2020-04-06,AM,532,19
2020-04-07,AM,636,23
2020-04-08,AM,804,30
2020-04-09,AM,899,40
2020-04-10,AM,981,50
2020-04-11,AM,1050,53
2020-04-12,AM,1206,62
2020-04-13,AM,1275,71
2020-04-14,AM,1484,90
2020-04-15,AM,1554,106
2020-04-16,AM,1719,124
2020-04-17,AM,1809,145
2020-04-18,AM,1897,161
2020-04-19,AM,2044,182
2020-04-20,AM,2160,185
2020-04-21,AM,2270,193
2020-04-22,AM,2479,207
2020-04-23,AM,2888,234
2020-04-24,AM,3194,255
2020-04-25,AM,3635,287
2020-04-26,AM,3833,304
2020-04-27,AM,3928,320
2020-04-28,AM,4337,351
2020-04-29,AM,4801,380
2020-04-30,AM,5254,425
2020-05-01,AM,5723,476
2020-05-02,AM,6062,501
2020-05-03,AM,6683,548
2020-05-04,AM,7242,584
2020-05-05,AM,8109,649
2020-05-06,AM,9243,751
2020-05-07,AM,10099,806
2020-05-08,AM,10727,874
2020-05-09,AM,11925,962
2020-05-10,AM,12599,1004
2020-05-11,AM,12919,1035
2020-05-12,AM,14168,1098
2020-03-22,RR,2,0
2020-03-23,RR,2,0
2020-03-24,RR,2,0
2020-03-25,RR,8,0
2020-03-26,RR,8,0
2020-03-27,RR,10,0
2020-03-28,RR,12,0
2020-03-29,RR,16,0
2020-03-30,RR,16,0
2020-03-31,RR,16,0
2020-04-01,RR,22,0
2020-04-02,RR,26,0
2020-04-03,RR,30,0
2020-04-04,RR,37,1
2020-04-05,RR,42,1
2020-04-06,RR,42,1
2020-04-07,RR,42,1
2020-04-08,RR,49,1
2020-04-09,RR,52,1
2020-04-10,RR,63,3
2020-04-11,RR,75,3
2020-04-12,RR,79,3
2020-04-13,RR,83,3
2020-04-14,RR,113,3
2020-04-15,RR,114,3
2020-04-16,RR,142,3
2020-04-17,RR,164,3
2020-04-18,RR,201,3
2020-04-19,RR,222,3
2020-04-20,RR,244,3
2020-04-21,RR,247,3
2020-04-22,RR,280,3
2020-04-23,RR,297,3
2020-04-24,RR,304,3
2020-04-25,RR,345,3
2020-04-26,RR,401,4
2020-04-27,RR,407,4
